name,iso_country,iso_region,scheduled_service,iata_code
Carlos Manuel de Cespedes Airport,CU,CU-12,yes,BYM
Máximo Gómez Airport,CU,CU-08,yes,AVI
Jardines Del Rey Airport,CU,CU-08,yes,CCC
Jaime Gonzalez Airport,CU,CU-06,yes,CFG
Vilo Acuña International Airport,CU,CU-99,yes,CYO
Ignacio Agramonte International Airport,CU,CU-09,yes,CMW
Antonio Maceo International Airport,CU,CU-13,yes,SCU
José Martí International Airport,CU,CU-03,yes,HAV
Frank Pais International Airport,CU,CU-11,yes,HOG
Sierra Maestra International Airport,CU,CU-12,yes,MZO
Rafael Cabrera Airport,CU,CU-99,yes,GER
Abel Santamaria Airport,CU,CU-05,yes,SNU
Alberto Delgado Airport,CU,CU-07,yes,TND
Juan Gualberto Gomez International Airport,CU,CU-04,yes,VRA
Hermanos Ameijeiras Airport,CU,CU-10,yes,VTU
Faresmaathoda Airport,MV,MV-28,yes,FMT
Charles Kirkconnell International Airport,KY,KY-CB,yes,CYB
Owen Roberts International Airport,KY,KY-GC,yes,GCM
Long Banga Airport,MY,MY-13,yes,LBP
Congo Town Airport,BS,BS-SA,yes,TZN
Leonard M Thompson International Airport,BS,BS-CO,yes,MHH
San Andros Airport,BS,BS-NS,yes,SAQ
Spring Point Airport,BS,BS-AK,yes,AXP
Treasure Cay Airport,BS,BS-CO,yes,TCB
Chub Cay Airport,BS,BS-NS,yes,CCZ
South Bimini Airport,BS,BS-BI,yes,BIM
Arthur's Town Airport,BS,BS-CI,yes,ATC
New Bight Airport,BS,BS-CI,yes,TBI
Colonel Hill Airport,BS,BS-CK,yes,CRI
Exuma International Airport,BS,BS-EX,yes,GGT
North Eleuthera Airport,BS,BS-HI,yes,ELH
Governor's Harbour Airport,BS,BS-CE,yes,GHB
Grand Bahama International Airport,BS,BS-FP,yes,FPO
Inagua Airport,BS,BS-IN,yes,IGA
May Creek Airport,US,US-AK,yes,MYK
Deadman's Cay Airport,BS,BS-LI,yes,LGI
Stella Maris Airport,BS,BS-LI,yes,SML
Mayaguana Airport,BS,BS-MG,yes,MYG
Lynden Pindling International Airport,BS,BS-NP,yes,NAS
San Salvador Airport,BS,BS-SS,yes,ZSA
Philip S. W. Goldson International Airport,BZ,BZ-BZ,yes,BZE
Ine Airport,MH,MH-ARN,yes,IMI
Changbaishan Airport,CN,CN-22,yes,NBS
Aitutaki Airport,CK,CK-U-A,yes,AIT
Enua Airport,CK,CK-U-A,yes,AIU
Mangaia Island Airport,CK,CK-U-A,yes,MGS
Manihiki Island Airport,CK,CK-U-A,yes,MHX
Mauke Airport,CK,CK-U-A,yes,MUK
Mitiaro Island Airport,CK,CK-U-A,yes,MOI
Tongareva Airport,CK,CK-U-A,yes,PYE
Rarotonga International Airport,CK,CK-U-A,yes,RAR
Cicia Airport,FJ,FJ-E,yes,ICI
Nadi International Airport,FJ,FJ-W,yes,NAN
Malolo Lailai Island Airport,FJ,FJ-W,yes,PTF
Vunisea Airport,FJ,FJ-E,yes,KDV
Mana Island Airport,FJ,FJ-W,yes,MNF
Moala Airport,FJ,FJ-E,yes,MFJ
Nausori International Airport,FJ,FJ-C,yes,SUV
Levuka Airfield,FJ,FJ-E,yes,LEV
Ngau Airport,FJ,FJ-E,yes,NGI
Lakeba Island Airport,FJ,FJ-E,yes,LKB
Labasa Airport,FJ,FJ-N,yes,LBS
Matei Airport,FJ,FJ-N,yes,TVU
Koro Island Airport,FJ,FJ-E,yes,KXF
Rotuma Airport,FJ,FJ-R,yes,RTA
Savusavu Airport,FJ,FJ-N,yes,SVU
Yasawa Island Airport,FJ,FJ-W,yes,YAS
Kaufana Airport,TO,TO-01,yes,EUA
Fua'amotu International Airport,TO,TO-04,yes,TBU
Lifuka Island Airport,TO,TO-02,yes,HPA
Mata'aho Airport,TO,TO-03,yes,NFO
Kuini Lavenia Airport,TO,TO-03,yes,NTT
Vava'u International Airport,TO,TO-05,yes,VAV
Vanua Balavu Airport,FJ,FJ-E,yes,VBV
Gombe Lawanti International Airport,NG,NG-GO,yes,GMO
Warri Airport,NG,NG-DE,yes,QRW
Funafuti International Airport,TV,TV-FUN,yes,FUN
Bonriki International Airport,KI,KI-G,yes,TRW
Butaritari Airport,KI,KI-G,yes,BBG
Aranuka Airport,KI,KI-G,yes,AAK
Niue International Airport,NU,NU-U-A,yes,IUE
Ninglang Luguhu Airport,CN,CN-53,yes,NLH
Pointe Vele Airport,WF,WF-U-A,yes,FUT
Hihifo Airport,WF,WF-U-A,yes,WLS
Ofu Airport,AS,AS-MA,yes,OFU
Asau Airport,WS,WS-VS,yes,AAU
Faleolo International Airport,WS,WS-AA,yes,APW
Fitiuta Airport,AS,AS-MA,yes,FTI
Maota Airport,WS,WS-PA,yes,MXS
Pago Pago International Airport,AS,AS-WT,yes,PPG
Faa'a International Airport,PF,PF-U-A,yes,PPT
Rimatara Airport,PF,PF-U-A,yes,RMT
Rurutu Airport,PF,PF-U-A,yes,RUR
Tubuai Airport,PF,PF-U-A,yes,TUB
Raivavae Airport,PF,PF-U-A,yes,RVV
Anaa Airport,PF,PF-U-A,yes,AAA
Fangatau Airport,PF,PF-U-A,yes,FGU
Tikehau Airport,PF,PF-U-A,yes,TIH
Apataki Airport,PF,PF-U-A,yes,APK
Fakarava Airport,PF,PF-U-A,yes,FAV
Hikueru Airport,PF,PF-U-A,yes,HHZ
Manihi Airport,PF,PF-U-A,yes,XMH
Totegegie Airport,PF,PF-U-A,yes,GMR
Kaukura Airport,PF,PF-U-A,yes,KKR
Makemo Airport,PF,PF-U-A,yes,MKP
Napuka Island Airport,PF,PF-U-A,yes,NAU
Tatakoto Airport,PF,PF-U-A,yes,TKV
Puka Puka Airport,PF,PF-U-A,yes,PKP
Takapoto Airport,PF,PF-U-A,yes,TKP
Arutua Airport,PF,PF-U-A,yes,AXR
Mataiva Airport,PF,PF-U-A,yes,MVT
Ahe Airport,PF,PF-U-A,yes,AHE
Kauehi Airport,PF,PF-U-A,yes,KHZ
Fakahina Airport,PF,PF-U-A,yes,FHZ
Naiu Airport,PF,PF-U-A,yes,NIU
Raroia Airport,PF,PF-U-A,yes,RRR
Takaroa Airport,PF,PF-U-A,yes,TKX
Nuku Hiva Airport,PF,PF-U-A,yes,NHV
Hiva Oa-Atuona Airport,PF,PF-U-A,yes,AUQ
Ua Pou Airport,PF,PF-U-A,yes,UAP
Ua Huka Airport,PF,PF-U-A,yes,UAH
Bora Bora Airport,PF,PF-U-A,yes,BOB
Rangiroa Airport,PF,PF-U-A,yes,RGI
Huahine-Fare Airport,PF,PF-U-A,yes,HUH
Moorea Temae Airport,PF,PF-U-A,yes,MOZ
Hao Airport,PF,PF-U-A,yes,HOI
Maupiti Airport,PF,PF-U-A,yes,MAU
Raiatea Airport,PF,PF-U-A,yes,RFP
Mota Lava Airport,VU,VU-TOB,yes,MTV
Sola Airport,VU,VU-TOB,yes,SLH
Torres Airstrip,VU,VU-TOB,yes,TOH
Siwo Airport,VU,VU-SEE,yes,EAE
Craig Cove Airport,VU,VU-MAP,yes,CCV
Longana Airport,VU,VU-PAM,yes,LOD
Sara Airport,VU,VU-PAM,yes,SSR
Tavie Airport,VU,VU-MAP,yes,PBJ
Lamap Airport,VU,VU-MAP,yes,LPM
Lamen Bay Airport,VU,VU-SEE,yes,LNB
Maewo-Naone Airport,VU,VU-PAM,yes,MWF
Lonorore Airport,VU,VU-PAM,yes,LNE
Norsup Airport,VU,VU-MAP,yes,NUS
Gaua Island Airport,VU,VU-TOB,yes,ZGU
Redcliffe Airport,VU,VU-PAM,yes,RCL
Santo Pekoa International Airport,VU,VU-SAM,yes,SON
Tongoa Airport,VU,VU-SEE,yes,TGH
Uléi Airport,VU,VU-MAP,yes,ULB
Valesdir Airport,VU,VU-SEE,yes,VLS
Walaha Airport,VU,VU-PAM,yes,WLH
Southwest Bay Airport,VU,VU-MAP,yes,SWJ
North West Santo Airport,VU,VU-SAM,yes,OLJ
Aneityum Airport,VU,VU-TAE,yes,AUY
Aniwa Airport,VU,VU-TAE,yes,AWD
Dillon's Bay Airport,VU,VU-TAE,yes,DLY
Futuna Airport,VU,VU-TAE,yes,FTA
Ipota Airport,VU,VU-TAE,yes,IPA
Bauerfield International Airport,VU,VU-SEE,yes,VLI
Tanna Airport,VU,VU-TAE,yes,TAH
Tiga Airport,NC,NC-U-A,yes,TGJ
Île Art - Waala Airport,NC,NC-U-A,yes,BMY
Koné Airport,NC,NC-U-A,yes,KNQ
Île des Pins Airport,NC,NC-U-A,yes,ILP
Koumac Airport,NC,NC-U-A,yes,KOC
Lifou Airport,NC,NC-U-A,yes,LIF
Nouméa Magenta Airport,NC,NC-U-A,yes,GEA
Maré Airport,NC,NC-U-A,yes,MEE
Touho Airport,NC,NC-U-A,yes,TOU
Ouvéa Airport,NC,NC-U-A,yes,UVE
La Tontouta International Airport,NC,NC-U-A,yes,NOU
Auckland International Airport,NZ,NZ-AUK,yes,AKL
Taupo Airport,NZ,NZ-WKO,yes,TUO
Christchurch International Airport,NZ,NZ-CAN,yes,CHC
Chatham Islands / Tuuta Airport,NZ,NZ-WGN,yes,CHT
Dunedin International Airport,NZ,NZ-OTA,yes,DUD
Gisborne Airport,NZ,NZ-GIS,yes,GIS
Hokitika Airfield,NZ,NZ-WTC,yes,HKK
Hamilton International Airport,NZ,NZ-WKO,yes,HLZ
Kerikeri Airport,NZ,NZ-NTL,yes,KKE
Kaitaia Airport,NZ,NZ-NTL,yes,KAT
New Plymouth Airport,NZ,NZ-TKI,yes,NPL
Hawke's Bay Airport,NZ,NZ-HKB,yes,NPE
Nelson Airport,NZ,NZ-NSN,yes,NSN
Invercargill Airport,NZ,NZ-STL,yes,IVC
Oamaru Airport,NZ,NZ-OTA,yes,OAM
Palmerston North Airport,NZ,NZ-MWT,yes,PMR
Picton Aerodrome,NZ,NZ-MBH,yes,PCN
Queenstown International Airport,NZ,NZ-OTA,yes,ZQN
Rotorua Regional Airport,NZ,NZ-BOP,yes,ROT
Tauranga Airport,NZ,NZ-BOP,yes,TRG
Timaru Airport,NZ,NZ-CAN,yes,TIU
Woodbourne Airport,NZ,NZ-MBH,yes,BHE
Wanaka Airport,NZ,NZ-OTA,yes,WKA
Whakatane Airport,NZ,NZ-BOP,yes,WHK
Wellington International Airport,NZ,NZ-WGN,yes,WLG
Whangarei Airport,NZ,NZ-NTL,yes,WRE
Westport Airport,NZ,NZ-WTC,yes,WSZ
Wanganui Airport,NZ,NZ-MWT,yes,WAG
Chaghcharan Airport,AF,AF-GHO,yes,CCN
Fayzabad Airport,AF,AF-BDS,yes,FBD
Herat - Khwaja Abdullah Ansari International Airport,AF,AF-HER,yes,HEA
Kabul International Airport,AF,AF-KAB,yes,KBL
Ahmad Shah Baba International Airport / Kandahar Airfield,AF,AF-KAN,yes,KDH
Maymana Zahiraddin Faryabi Airport,AF,AF-FYB,yes,MMZ
Mazar-i-Sharif International Airport,AF,AF-BAL,yes,MZR
Zaranj Airport,AF,AF-NIM,yes,ZAJ
Bahrain International Airport,BH,BH-15,yes,BAH
Abha International Airport,SA,SA-14,yes,AHB
Al-Ahsa International Airport,SA,SA-04,yes,HOF
King Saud Bin Abdulaziz (Al Baha) Airport,SA,SA-11,yes,ABT
Bisha Airport,SA,SA-14,yes,BHH
King Fahd International Airport,SA,SA-04,yes,DMM
King Salman Abdulaziz Airport,SA,SA-01,yes,DWD
Jizan Regional Airport / King Abdullah bin Abdulaziz Airport,SA,SA-09,yes,GIZ
Gassim Airport,SA,SA-05,yes,ELQ
Gurayat Domestic Airport,SA,SA-12,yes,URY
Ha'il Airport,SA,SA-06,yes,HAS
King Abdulaziz International Airport,SA,SA-02,yes,JED
King Khaled Military City Airport,SA,SA-04,yes,KMC
Prince Mohammad Bin Abdulaziz Airport,SA,SA-03,yes,MED
Najran Domestic Airport,SA,SA-10,yes,EAM
Neom Bay Airport,SA,SA-07,yes,NUM
Al Qaisumah/Hafr Al Batin Airport,SA,SA-04,yes,AQI
Rafha Domestic Airport,SA,SA-08,yes,RAH
King Khaled International Airport,SA,SA-01,yes,RUH
Arar Domestic Airport,SA,SA-08,yes,RAE
Sharurah Domestic Airport,SA,SA-10,yes,SHW
Al-Jawf Domestic Airport,SA,SA-12,yes,AJF
Tabuk Airport,SA,SA-07,yes,TUU
Ta’if Regional Airport,SA,SA-02,yes,TIF
Turaif Domestic Airport,SA,SA-08,yes,TUI
Wadi Al Dawasir Domestic Airport,SA,SA-01,yes,WAE
Al Wajh Domestic Airport,SA,SA-07,yes,EJH
Prince Abdul Mohsin bin Abdulaziz International Airport / Yanbu Airport,SA,SA-03,yes,YNB
Abadan Airport,IR,IR-06,yes,ABD
Dezful Airport,IR,IR-06,yes,DEF
Gachsaran Airport,IR,IR-17,yes,GCH
Mahshahr Airport,IR,IR-06,yes,MRX
Lieutenant General Qasem Soleimani International Airport,IR,IR-06,yes,AWZ
Abu Musa Island Airport,IR,IR-22,yes,AEU
Bushehr Airport,IR,IR-18,yes,BUZ
Kish International Airport,IR,IR-22,yes,KIH
Bandar Lengeh International Airport,IR,IR-22,yes,BDH
Persian Gulf International Airport,IR,IR-18,yes,PGU
Shahid Ashrafi Esfahani Airport,IR,IR-05,yes,KSH
Khoram Abad Airport,IR,IR-15,yes,KHD
Sanandaj Airport,IR,IR-12,yes,SDG
Kashan Airport,IR,IR-10,yes,KKS
Isfahan Shahid Beheshti International Airport,IR,IR-10,yes,IFN
Sardar-e-Jangal Airport,IR,IR-01,yes,RAS
Hamadan Airport,IR,IR-13,yes,HDM
Imam Khomeini International Airport,IR,IR-23,yes,IKA
Mehrabad International Airport,IR,IR-23,yes,THR
Payam Karaj International Airport,IR,IR-30,yes,PYK
Semnan Municipal Airport,IR,IR-20,yes,SNX
Bandar Abbas International Airport,IR,IR-22,yes,BND
Ayatollah Hashemi Rafsanjani International Airport,IR,IR-08,yes,KER
Bam Airport,IR,IR-08,yes,BXR
Qeshm Dayrestan International Airport,IR,IR-22,yes,GSM
Rafsanjan Airport,IR,IR-08,yes,RJN
Birjand International Airport,IR,IR-29,yes,XBJ
Mashhad International Airport,IR,IR-09,yes,MHD
Bojnord Airport,IR,IR-28,yes,BJB
Sabzevar National Airport,IR,IR-09,yes,AFZ
Nowshahr Airport,IR,IR-02,yes,NSH
Ramsar Airport,IR,IR-02,yes,RZR
Sari Dasht-e Naz International Airport,IR,IR-02,yes,SRY
Lar Airport,IR,IR-07,yes,LRR
Lamerd Airport,IR,IR-07,yes,LFM
Shiraz Shahid Dastghaib International Airport,IR,IR-07,yes,SYZ
Ardabil Airport,IR,IR-24,yes,ADU
Parsabad-Moghan Airport,IR,IR-24,yes,PFQ
Urmia Airport,IR,IR-04,yes,OMH
Tabriz International Airport,IR,IR-03,yes,TBZ
Shahid Sadooghi Airport,IR,IR-21,yes,AZD
Chabahar Konarak International Airport,IR,IR-11,yes,ZBR
Zahedan International Airport,IR,IR-11,yes,ZAH
Jask Airport,IR,IR-22,yes,JSK
Queen Alia International Airport,JO,JO-AM,yes,AMM
Amman Civil (Marka International) Airport,JO,JO-AM,yes,ADJ
Aqaba King Hussein International Airport,JO,JO-AQ,yes,AQJ
Kuwait International Airport,KW,KW-FA,yes,KWI
Beirut Rafic Hariri International Airport,LB,LB-JL,yes,BEY
Old Harbor Airport,US,US-AK,yes,OLH
Duqm International Airport,OM,OM-WU,yes,DQM
Abu Dhabi International Airport,AE,AE-AZ,yes,AUH
Al Ain International Airport,AE,AE-AZ,yes,AAN
Dubai International Airport,AE,AE-DU,yes,DXB
Al Maktoum International Airport,AE,AE-DU,yes,DWC
Fujairah International Airport,AE,AE-FU,yes,FJR
Ras Al Khaimah International Airport,AE,AE-RK,yes,RKT
Sharjah International Airport,AE,AE-SH,yes,SHJ
Khasab Airport,OM,OM-MU,yes,KHS
Muscat International Airport,OM,OM-MA,yes,MCT
Salalah Airport,OM,OM-ZU,yes,SLL
Sohar Airport,OM,OM-BA,yes,OHS
Bannu Airport,PK,PK-KP,yes,BNP
Bahawalpur Airport,PK,PK-PB,yes,BHV
Chitral Airport,PK,PK-KP,yes,CJL
Dalbandin Airport,PK,PK-BA,yes,DBA
Dera Ghazi Khan Airport,PK,PK-PB,yes,DEA
Dera Ismael Khan Airport,PK,PK-KP,yes,DSK
Faisalabad International Airport,PK,PK-PB,yes,LYP
Gwadar International Airport,PK,PK-BA,yes,GWD
Gilgit Airport,PK,PK-GB,yes,GIL
Islamabad International Airport,PK,PK-PB,yes,ISB
Jinnah International Airport,PK,PK-SD,yes,KHI
Hyderabad Airport,PK,PK-SD,yes,HDD
Khuzdar Airport,PK,PK-BA,yes,KDD
Allama Iqbal International Airport,PK,PK-PB,yes,LHE
Muzaffarabad Airport,PK,PK-JK,yes,MFG
Moenjodaro Airport,PK,PK-SD,yes,MJD
Multan International Airport,PK,PK-PB,yes,MUX
Shaheed Benazirabad Airport,PK,PK-SD,yes,WNS
Ormara Airport,PK,PK-BA,yes,ORW
Parachinar Airport,PK,PK-KP,yes,PAJ
Panjgur Airport,PK,PK-BA,yes,PJG
Pasni Airport,PK,PK-BA,yes,PSI
Peshawar International Airport,PK,PK-KP,yes,PEW
Quetta International Airport,PK,PK-BA,yes,UET
Shaikh Zaid Airport,PK,PK-PB,yes,RYK
Rawalakot Airport,PK,PK-JK,yes,RAZ
Skardu Airport,PK,PK-GB,yes,KDU
Sukkur Airport,PK,PK-SD,yes,SKZ
Sehwan Sharif Airport,PK,PK-SD,yes,SYW
Saidu Sharif Airport,PK,PK-KP,yes,SDT
Sialkot International Airport,PK,PK-PB,yes,SKT
Sawan Airport,PK,PK-SD,yes,RZS
Turbat International Airport,PK,PK-BA,yes,TUK
Zhob Airport,PK,PK-BA,yes,PZH
Baghdad International Airport / New Al Muthana Air Base,IQ,IQ-BG,yes,BGW
Erbil International Airport,IQ,IQ-AR,yes,EBL
Port Lions Airport,US,US-AK,yes,ORI
Basra International Airport,IQ,IQ-BA,yes,BSR
Al Najaf International Airport,IQ,IQ-NA,yes,NJF
Sulaymaniyah International Airport,IQ,IQ-SW,yes,ISU
Aleppo International Airport,SY,SY-HL,yes,ALP
Damascus International Airport,SY,SY-DI,yes,DAM
Qamishli Airport,SY,SY-HA,yes,KAC
Hamad International Airport,QA,QA-DA,yes,DOH
Aden International Airport,YE,YE-AD,yes,ADE
Al Ghaydah International Airport,YE,YE-MR,yes,AAY
Hodeidah International Airport,YE,YE-HU,yes,HOD
Riyan Mukalla International Airport,YE,YE-HD,yes,RIY
Sana'a International Airport,YE,YE-SN,yes,SAH
Socotra International Airport,YE,YE-HD,yes,SCT
Seiyun Hadhramaut International Airport,YE,YE-HD,yes,GXF
Ta'izz International Airport,YE,YE-TA,yes,TAI
Zagora Airport,MA,MA-U-A,yes,OZG
Mulatupo Airport,PA,PS-GY,yes,MPP
Playón Chico Airport,PA,PS-GY,yes,PYC
Bahia Piña Airport,PA,PA-5,yes,BFQ
EL Real Airport,PA,PA-5,yes,ELE
Raul Arias Espinoza Airport,PA,PA-8,yes,OTD
Sambú Airport,PA,PA-5,yes,SAX
Atka Airport,US,US-AK,yes,AKB
Port Moller Airport,US,US-AK,yes,PML
Port Alexander Seaplane Base,US,US-AK,yes,PTD
Barter Island Long Range Radar Station Airport,US,US-AK,yes,BTI
Bethel Airport,US,US-AK,yes,BET
Buckland Airport,US,US-AK,yes,BKC
Wiley Post Will Rogers Memorial Airport,US,US-AK,yes,BRW
Bettles Airport,US,US-AK,yes,BTT
Cold Bay Airport,US,US-AK,yes,CDB
Central Airport,US,US-AK,yes,CEM
Chalkyitsik Airport,US,US-AK,yes,CIK
Chefornak Airport,US,US-AK,yes,CYF
Scammon Bay Airport,US,US-AK,yes,SCM
Circle City (New) Airport,US,US-AK,yes,IRC
Merle K (Mudhole) Smith Airport,US,US-AK,yes,CDV
Yakataga Airport,US,US-AK,yes,CYT
Deering Airport,US,US-AK,yes,DRG
Adak Airport,US,US-AK,yes,ADK
Dillingham Airport,US,US-AK,yes,DLG
Marshall Don Hunter Sr Airport,US,US-AK,yes,MLL
Kodiak Airport,US,US-AK,yes,ADQ
Tom Madsen (Dutch Harbor) Airport,US,US-AK,yes,DUT
Kongiganak Airport,US,US-AK,yes,KKH
Eek Airport,US,US-AK,yes,EEK
Eagle Airport,US,US-AK,yes,EAA
Elfin Cove Seaplane Base,US,US-AK,yes,ELV
Emmonak Airport,US,US-AK,yes,EMK
Kenai Municipal Airport,US,US-AK,yes,ENA
Fairbanks International Airport,US,US-AK,yes,FAI
Ambler Airport,US,US-AK,yes,ABL
Nikolai Airport,US,US-AK,yes,NIB
Edward G. Pitka Sr Airport,US,US-AK,yes,GAL
Kwigillingok Airport,US,US-AK,yes,KWK
Shungnak Airport,US,US-AK,yes,SHG
Gulkana Airport,US,US-AK,yes,GKN
Golovin Airport,US,US-AK,yes,GLV
Gambell Airport,US,US-AK,yes,GAM
Angoon Seaplane Base,US,US-AK,yes,AGN
Gustavus Airport,US,US-AK,yes,GST
Nightmute Airport,US,US-AK,yes,NME
Skagway Airport,US,US-AK,yes,SGY
Holy Cross Airport,US,US-AK,yes,HCR
Huslia Airport,US,US-AK,yes,HSL
Haines Airport,US,US-AK,yes,HNS
Homer Airport,US,US-AK,yes,HOM
Hooper Bay Airport,US,US-AK,yes,HPB
Hughes Airport,US,US-AK,yes,HUS
Hydaburg Seaplane Base,US,US-AK,yes,HYG
Igiugig Airport,US,US-AK,yes,IGG
Egegik Airport,US,US-AK,yes,EGX
Bob Baker Memorial Airport,US,US-AK,yes,IAN
Iliamna Airport,US,US-AK,yes,ILI
Indian Mountain LRRS Airport,US,US-AK,yes,UTO
Wales Airport,US,US-AK,yes,WAA
Chignik Airport,US,US-AK,yes,KCG
Juneau International Airport,US,US-AK,yes,JNU
Koliganek Airport,US,US-AK,yes,KGK
False Pass Airport,US,US-AK,yes,KFP
Akhiok Airport,US,US-AK,yes,AKK
Kipnuk Airport,US,US-AK,yes,KPN
Koyuk Alfred Adams Airport,US,US-AK,yes,KKA
King Salmon Airport,US,US-AK,yes,AKN
Nikolski Air Station,US,US-AK,yes,IKO
Anaktuvuk Pass Airport,US,US-AK,yes,AKP
Ketchikan International Airport,US,US-AK,yes,KTN
Kaltag Airport,US,US-AK,yes,KAL
Klawock Airport,US,US-AK,yes,KLW
Karluk Airport,US,US-AK,yes,KYK
Larsen Bay Airport,US,US-AK,yes,KLN
Kalskag Airport,US,US-AK,yes,KLG
Cape Lisburne LRRS Airport,US,US-AK,yes,LUR
Manokotak Airport,US,US-AK,yes,KMO
McGrath Airport,US,US-AK,yes,MCG
Minchumina Airport,US,US-AK,yes,LMA
St Michael Airport,US,US-AK,yes,SMK
Manley Hot Springs Airport,US,US-AK,yes,MLY
Metlakatla Seaplane Base,US,US-AK,yes,MTM
Mountain Village Airport,US,US-AK,yes,MOU
Merrill Field,US,US-AK,yes,MRI
Mekoryuk Airport,US,US-AK,yes,MYU
Napakiak Airport,US,US-AK,yes,WNA
Ted Stevens Anchorage International Airport,US,US-AK,yes,ANC
Aniak Airport,US,US-AK,yes,ANI
Nondalton Airport,US,US-AK,yes,NNL
Funter Bay Seaplane Base,US,US-AK,yes,FNR
Nulato Airport,US,US-AK,yes,NUL
Anvik Airport,US,US-AK,yes,ANV
New Stuyahok Airport,US,US-AK,yes,KNW
Kobuk Airport,US,US-AK,yes,OBU
Hoonah Airport,US,US-AK,yes,HNH
Nome Airport,US,US-AK,yes,OME
Toksook Bay Airport,US,US-AK,yes,OOK
Northway Airport,US,US-AK,yes,ORT
Ralph Wien Memorial Airport,US,US-AK,yes,OTZ
Nelson Lagoon Airport,US,US-AK,yes,NLG
St George Airport,US,US-AK,yes,STG
Perryville Airport,US,US-AK,yes,KPV
Petersburg James A Johnson Airport,US,US-AK,yes,PSG
Port Heiden Airport,US,US-AK,yes,PTH
Napaskiak Airport,US,US-AK,yes,PKA
Platinum Airport,US,US-AK,yes,PTU
Pilot Point Airport,US,US-AK,yes,PIP
Point Hope Airport,US,US-AK,yes,PHO
Quinhagak Airport,US,US-AK,yes,KWN
Nuiqsut Airport,US,US-AK,yes,NUI
Arctic Village Airport,US,US-AK,yes,ARC
Russian Mission Airport,US,US-AK,yes,RSH
Ruby Airport,US,US-AK,yes,RBY
Savoonga Airport,US,US-AK,yes,SVA
Deadhorse Airport,US,US-AK,yes,SCC
Sand Point Airport,US,US-AK,yes,SDP
Shishmaref Airport,US,US-AK,yes,SHH
Sitka Rocky Gutierrez Airport,US,US-AK,yes,SIT
Selawik Airport,US,US-AK,yes,WLK
Sleetmute Airport,US,US-AK,yes,SLQ
St Mary's Airport,US,US-AK,yes,KSM
St Paul Island Airport,US,US-AK,yes,SNP
Seldovia Airport,US,US-AK,yes,SOV
Ralph M Calhoun Memorial Airport,US,US-AK,yes,TAL
Tin City Long Range Radar Station Airport,US,US-AK,yes,TNC
Teller Airport,US,US-AK,yes,TLA
Togiak Airport,US,US-AK,yes,TOG
Atqasuk Edward Burnell Sr Memorial Airport,US,US-AK,yes,ATK
Alakanuk Airport,US,US-AK,yes,AUK
Unalakleet Airport,US,US-AK,yes,UNK
Akutan Airport,US,US-AK,yes,KQA
Chevak Airport,US,US-AK,yes,VAK
King Cove Airport,US,US-AK,yes,KVC
Valdez Pioneer Field,US,US-AK,yes,VDZ
Venetie Airport,US,US-AK,yes,VEE
Kivalina Airport,US,US-AK,yes,KVL
Beaver Airport,US,US-AK,yes,WBQ
Wrangell Airport,US,US-AK,yes,WRG
Wainwright Airport,US,US-AK,yes,AIN
White Mountain Airport,US,US-AK,yes,WMO
Noatak Airport,US,US-AK,yes,WTK
Yakutat Airport,US,US-AK,yes,YAK
Pelican Seaplane Base,US,US-AK,yes,PEC
Akiak Airport,US,US-AK,yes,AKI
Allakaket Airport,US,US-AK,yes,AET
Chenega Bay Airport,US,US-AK,yes,NCN
Clarks Point Airport,US,US-AK,yes,CLP
Elim Airport,US,US-AK,yes,ELI
Kasigluk Airport,US,US-AK,yes,KUK
Kokhanok Airport,US,US-AK,yes,KNK
Kotlik Airport,US,US-AK,yes,KOT
Brevig Mission Airport,US,US-AK,yes,KTS
Koyukuk Airport,US,US-AK,yes,KYU
Kwethluk Airport,US,US-AK,yes,KWT
Robert (Bob) Curtis Memorial Airport,US,US-AK,yes,ORV
Shaktoolik Airport,US,US-AK,yes,SKK
Tok Junction Airport,US,US-AK,yes,TKJ
South Naknek Number 2 Airport,US,US-AK,yes,WSN
Fort Yukon Airport,US,US-AK,yes,FYU
Tadji Airport,PG,PG-SAN,yes,TAJ
Awaba Airport,PG,PG-WPD,yes,AWB
Gasmata Island Airport,PG,PG-WBK,yes,GMI
Ihu Airport,PG,PG-GPK,yes,IHU
Jacquinot Bay Airport,PG,PG-EBR,yes,JAQ
Kandrian Airport,PG,PG-WBK,yes,KDR
Kokoda Airport,PG,PG-NPP,yes,KKD
Kamusi Airport,PG,PG-WPD,yes,KUY
Lake Murray Airport,PG,PG-WPD,yes,LMY
Obo Airport,PG,PG-WPD,yes,OBX
Balimo Airport,PG,PG-WPD,yes,OPU
Suki Airport,PG,PG-WPD,yes,SKC
Tufi Airport,PG,PG-NPP,yes,TFI
Nuku Airport,PG,PG-SAN,yes,UKU
Baimuru Airport,PG,PG-GPK,yes,VMU
Wipim Airport,PG,PG-WPD,yes,WPM
Port Graham Airport,US,US-AK,yes,PGM
Rota International Airport,MP,MP-U-A,yes,ROP
Saipan International Airport,MP,MP-U-A,yes,SPN
Antonio B. Won Pat International Airport,GU,GU-U-A,yes,GUM
Tinian International Airport,MP,MP-U-A,yes,TIQ
Laguindingan International Airport,PH,PH-MSR,yes,CGY
Cagayan North International Airport,PH,PH-CAG,yes,LLC
El Nido Airport,PH,PH-PLW,yes,ENI
