name,iso_country,iso_region,scheduled_service,iata_code
Zhoushan Putuoshan Airport,CN,CN-33,yes,HSN
Ngari Gunsa Airport,CN,CN-54,yes,NGQ
Anshun Huangguoshu Airport,CN,CN-52,yes,AVA
Qamdo Bangda Airport,CN,CN-54,yes,BPX
Bijie Feixiong Airport,CN,CN-52,yes,BFJ
Chongqing Jiangbei International Airport,CN,CN-50,yes,CKG
Daocheng Yading Airport,CN,CN-51,yes,DCY
Dachuan Airport,CN,CN-51,yes,DAX
Guangyuan Panlong Airport,CN,CN-51,yes,GYS
Guiyang Longdongbao International Airport,CN,CN-52,yes,KWE
Garze Gesar Airport,CN,CN-51,yes,GZG
Jiuzhai Huanglong Airport,CN,CN-51,yes,JZH
Kangding Airport,CN,CN-51,yes,KGT
Kaili Huangping Airport,CN,CN-52,yes,KJH
Libo Airport,CN,CN-52,yes,LLB
Lhasa Gonggar Airport,CN,CN-54,yes,LXA
Luzhou Yunlong Airport,CN,CN-51,yes,LZO
Zunyi Maotai Airport,CN,CN-52,yes,WMT
Mianyang Nanjiao Airport,CN,CN-51,yes,MIG
Nanchong Gaoping Airport,CN,CN-51,yes,NAO
Liping Airport,CN,CN-52,yes,HZH
Nyingchi Mainling Airport,CN,CN-54,yes,LZY
Liupanshui Yuezhao Airport,CN,CN-52,yes,LPF
Shannan Longzi Airport,CN,CN-54,yes,LGZ
Tengchong Tuofeng Airport,CN,CN-53,yes,TCZ
Chengdu Tianfu International Airport,CN,CN-51,yes,TFU
Tongren Fenghuang Airport,CN,CN-52,yes,TEN
Chengdu Shuangliu International Airport,CN,CN-51,yes,CTU
Chongqing Xiannüshan Airport,CN,CN-50,yes,CQW
Chongqing Wushan Airport,CN,CN-50,yes,WSK
Wanzhou Wuqiao Airport,CN,CN-50,yes,WXN
Xichang Qingshan Airport,CN,CN-51,yes,XIC
Xingyi Wanfenglin Airport,CN,CN-52,yes,ACX
Zunyi Xinzhou Airport,CN,CN-52,yes,ZYI
Aksu Hongqipo Airport,CN,CN-65,yes,AKU
Aral Tarim Airport,CN,CN-65,yes,ACF
Bole Alashankou Airport,CN,CN-65,yes,BPL
Qiemo Yudu Airport,CN,CN-65,yes,IQM
Fuyun Koktokay Airport,CN,CN-65,yes,FYN
Hami Airport,CN,CN-65,yes,HMI
Kuqa Qiuci Airport,CN,CN-65,yes,KCA
Korla Licheng Airport,CN,CN-65,yes,KRL
Karamay Airport,CN,CN-65,yes,KRY
Burqin Kanas Airport,CN,CN-65,yes,KJI
Xinyuan Nalati Airport,CN,CN-65,yes,NLT
